Date,Clanmate,ChestName,ChestLevel,ChestType,ChestPoints
2026-03-30,TurinTurambar,Rare Dragon Chest,30,rare Crypt,120
2026-03-30,TurinTurambar,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Ladislaus,House of Horrors Chest,25,epic Crypt,90
2026-03-30,martinman,Elven Citadel Chest,10,Citadel,0
2026-03-30,arcael,Elegant Chest,20,Common Crypt,16
2026-03-30,martinman,Mayan Chest,15,Common Crypt,0
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,martinman,Harpy Chest,20,epic Crypt,45
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,StellaVist,Stone Chest,20,Common Crypt,16
2026-03-30,martinman,Fire Chest,20,Common Crypt,16
2026-03-30,StellaVist,Orc Chest,20,Common Crypt,16
2026-03-30,StellaVist,Sand Chest,20,Common Crypt,16
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,martinman,Forgotten Chest,15,Common Crypt,0
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,martinman,Orc Chest,15,Common Crypt,0
2026-03-30,martinman,Sand Chest,15,Common Crypt,0
2026-03-30,Pantera,Barbarian Chest,20,Common Crypt,16
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,Raven,Bone Chest,20,Common Crypt,16
2026-03-30,martinman,Gnome Workshop Chest,15,Common Crypt,0
2026-03-30,Pantera,Sand Chest,20,Common Crypt,16
2026-03-30,Raven,Stone Chest,20,Common Crypt,16
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,Raven,Bone Chest,20,Common Crypt,16
2026-03-30,martinman,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,Pantera,Forgotten Chest,20,Common Crypt,16
2026-03-30,Vudogore,Sand Chest,20,Common Crypt,16
2026-03-30,AkhmAn,Gladiator's Chest,0,Arena,0
2026-03-30,Raven,Bone Chest,20,Common Crypt,16
2026-03-30,Pantera,Elegant Chest,20,Common Crypt,16
2026-03-30,Graveleye,Elegant Chest,15,Common Crypt,0
2026-03-30,Raven,Chest of the Cursed,20,epic Crypt,45
2026-03-30,Graveleye,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,Sailv,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,Graveleye,Elegant Chest,15,Common Crypt,0
2026-03-30,Chiarka,Barbarian Chest,25,Common Crypt,55
2026-03-30,Malik2203,Fire Chest,20,Common Crypt,16
2026-03-30,Raven,Elven Citadel Chest,20,Citadel,12
2026-03-30,Sailv,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,Sailv,Ancient Bastion Chest,25,epic Crypt,90
2026-03-30,Malik2203,Elegant Chest,20,Common Crypt,16
2026-03-30,Graveleye,Gnome Workshop Chest,15,Common Crypt,0
2026-03-30,Malik2203,Forgotten Chest,20,Common Crypt,16
2026-03-30,Sailv,Scarab Chest,20,epic Crypt,45
2026-03-30,Graveleye,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,Sailv,Bone Chest,25,Common Crypt,55
2026-03-30,Shadowbringer SK,Sand Chest,25,Common Crypt,55
2026-03-30,Shadowbringer SK,Infernal Chest,25,Common Crypt,55
2026-03-30,alking1,Mayan Chest,15,Common Crypt,0
2026-03-30,Sailv,Barbarian Chest,25,Common Crypt,55
2026-03-30,alking1,Barbarian Chest,15,Common Crypt,0
2026-03-30,Shadowbringer SK,Orc Chest,25,Common Crypt,55
2026-03-30,alking1,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Pantera,Priest's Chest,20,epic Crypt,45
2026-03-30,Sailv,Cobra Chest,25,Common Crypt,55
2026-03-30,Eloise,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Pantera,Priest's Chest,20,epic Crypt,45
2026-03-30,Eloise,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Eloise,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Shadowbringer SK,Gladiator's Chest,0,Arena,0
2026-03-30,Eloise,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Eloise,Scorpion Chest,25,epic Crypt,90
2026-03-30,Eloise,Turtle Chest,25,epic Crypt,90
2026-03-30,StellaVist,Trillium Chest,20,epic Crypt,45
2026-03-30,Eloise,Turtle Chest,25,epic Crypt,90
2026-03-30,StellaVist,Ancient Bastion Chest,20,epic Crypt,45
2026-03-30,StellaVist,Scorpion Chest,20,epic Crypt,45
2026-03-30,Deli,Mayan Chest,20,Common Crypt,16
2026-03-30,StellaVist,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,StellaVist,House of Horrors Chest,20,epic Crypt,45
2026-03-30,Deli,Fire Chest,20,Common Crypt,16
2026-03-30,StellaVist,Scarab Chest,20,epic Crypt,45
2026-03-30,StellaVist,Abandoned Chest,20,epic Crypt,45
2026-03-30,AkhmAn,Orc Chest,20,Common Crypt,16
2026-03-30,StellaVist,Turtle Chest,20,epic Crypt,45
2026-03-30,StellaVist,Turtle Chest,20,epic Crypt,45
2026-03-30,StellaVist,Cobalt Chest,20,epic Crypt,45
2026-03-30,StellaVist,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,StellaVist,Abandoned Chest,20,epic Crypt,45
2026-03-30,RATTUS,Stone Chest,20,Common Crypt,16
2026-03-30,Pantera,Ancient Warrior's Chest,20,epic Crypt,45
2026-03-30,RATTUS,Fire Chest,20,Common Crypt,16
2026-03-30,Deli,Cobra Chest,20,Common Crypt,16
2026-03-30,ozin blesin,Forgotten Chest,20,Common Crypt,16
2026-03-30,Deli,Sand Chest,20,Common Crypt,16
2026-03-30,Seraning,Forgotten Chest,10,Common Crypt,0
2026-03-30,ozin blesin,Ancient Warrior's Chest,20,epic Crypt,45
2026-03-30,Seraning,Gnome Workshop Chest,10,Common Crypt,0
2026-03-30,Coris,Basilisk Chest,0,Epic Basilisk squad,1000
2026-03-30,Deli,Forgotten Chest,20,Common Crypt,16
2026-03-30,Deli,Elegant Chest,20,Common Crypt,16
2026-03-30,RATTUS,Cursed Citadel Chest,20,Citadel,12
2026-03-30,ozin blesin,Priest's Chest,20,epic Crypt,45
2026-03-30,Seraning,Bone Chest,15,Common Crypt,0
2026-03-30,Seraning,Sand Chest,5,Common Crypt,0
2026-03-30,Deli,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Deli,Bone Chest,20,Common Crypt,16
2026-03-30,Seraning,Sand Chest,15,Common Crypt,0
2026-03-30,Deli,Cobalt Chest,15,epic Crypt,12
2026-03-30,Deli,Priest's Chest,15,epic Crypt,12
2026-03-30,Seraning,Barbarian Chest,10,Common Crypt,0
2026-03-30,Rambam,Stone Chest,25,Common Crypt,55
2026-03-30,Seraning,Infernal Chest,10,Common Crypt,0
2026-03-30,ozin blesin,Orc Chest,5,Common Crypt,0
2026-03-30,ozin blesin,Ancient Warrior's Chest,20,epic Crypt,45
2026-03-30,ozin blesin,Priest's Chest,20,epic Crypt,45
2026-03-30,Graveleye,Infernal Chest,15,Common Crypt,0
2026-03-30,Pantera,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,ozin blesin,Chest of the Cursed,20,epic Crypt,45
2026-03-30,Pantera,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,ozin blesin,Chest of the Cursed,20,epic Crypt,45
2026-03-30,ozin blesin,Chest of the Cursed,20,epic Crypt,45
2026-03-30,Ceciel,Barbarian Chest,20,Common Crypt,16
2026-03-30,ozin blesin,Cobra Chest,15,Common Crypt,0
2026-03-30,Mel,Bone Chest,25,Common Crypt,55
2026-03-30,Defur,Bone Chest,25,Common Crypt,55
2026-03-30,Mel,Fire Chest,25,Common Crypt,55
2026-03-30,Mel,Barbarian Chest,25,Common Crypt,55
2026-03-30,Defur,Sand Chest,20,Common Crypt,16
2026-03-30,Mekil,Fire Chest,25,Common Crypt,55
2026-03-30,Arch,Elven Citadel Chest,10,Citadel,0
2026-03-30,Mekil,Turtle Chest,20,epic Crypt,45
2026-03-30,Mohamed,Infernal Chest,25,Common Crypt,55
2026-03-30,Defur,Forgotten Chest,20,Common Crypt,16
2026-03-30,Mohamed,Orc Chest,25,Common Crypt,55
2026-03-30,Mekil,Abandoned Chest,20,epic Crypt,45
2026-03-30,Arch,Elven Citadel Chest,10,Citadel,0
2026-03-30,Cassio,Mayan Chest,15,Common Crypt,0
2026-03-30,Arch,Elven Citadel Chest,10,Citadel,0
2026-03-30,Mekil,Mayan Chest,25,Common Crypt,55
2026-03-30,Mohamed,Elven Citadel Chest,15,Citadel,0
2026-03-30,Cordanaya,Trillium Chest,20,epic Crypt,45
2026-03-30,Cassio,Stone Chest,20,Common Crypt,16
2026-03-30,Cordanaya,Mayan Chest,20,Common Crypt,16
2026-03-30,Cordanaya,Elven Citadel Chest,20,Citadel,12
2026-03-30,Sengul,Gnome Workshop Chest,15,Common Crypt,0
2026-03-30,Cordanaya,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Sengul,Infernal Chest,10,Common Crypt,0
2026-03-30,Sengul,Elegant Chest,5,Common Crypt,0
2026-03-30,Mel,Titansteel Chest,15,epic Crypt,12
2026-03-30,Cordanaya,Sand Chest,20,Common Crypt,16
2026-03-30,Cassio,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,ozin blesin,Cobra Chest,20,Common Crypt,16
2026-03-30,Cordanaya,Elegant Chest,20,Common Crypt,16
2026-03-30,Orkanio,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Orkanio,Fire Chest,25,Common Crypt,55
2026-03-30,Orkanio,Infernal Chest,25,Common Crypt,55
2026-03-30,Maffy,Sand Chest,20,Common Crypt,16
2026-03-30,Coris,Bone Chest,25,Common Crypt,55
2026-03-30,Sharpstone,Fire Chest,5,Common Crypt,0
2026-03-30,Coris,Bone Chest,25,Common Crypt,55
2026-03-30,Sharpstone,Forgotten Chest,10,Common Crypt,0
2026-03-30,Finiminil,Gnome Workshop Chest,25,Common Crypt,55
2026-03-30,Coris,Sand Chest,20,Common Crypt,16
2026-03-30,Finiminil,Forgotten Chest,20,Common Crypt,16
2026-03-30,Seraning,Infernal Chest,10,Common Crypt,0
2026-03-30,Finiminil,Elegant Chest,20,Common Crypt,16
2026-03-30,Coris,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,Orkanio,Gnome Workshop Chest,25,Common Crypt,55
2026-03-30,Finiminil,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,Sharpstone,Elven Citadel Chest,10,Citadel,0
2026-03-30,Finiminil,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,Finiminil,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,Rainterror,Barbarian Chest,10,Common Crypt,0
2026-03-30,Ceciel,Basilisk Chest,0,Epic Basilisk squad,1000
2026-03-30,Heof,Mayan Chest,15,Common Crypt,0
2026-03-30,Maffy,Elven Citadel Chest,20,Citadel,12
2026-03-30,Heof,Bone Chest,15,Common Crypt,0
2026-03-30,Heof,Forgotten Chest,15,Common Crypt,0
2026-03-30,AkhmAn,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Rainterror,Fire Chest,5,Common Crypt,0
2026-03-30,Rainterror,Chest of the Cursed,25,epic Crypt,90
2026-03-30,Athena,Barbarian Chest,20,Common Crypt,16
2026-03-30,AkhmAn,Elven Citadel Chest,20,Citadel,12
2026-03-30,alking1,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,wodessen,Scorpion Chest,25,epic Crypt,90
2026-03-30,wodessen,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,alking1,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Rainterror,Bone Chest,20,Common Crypt,16
2026-03-30,KaLisi,Ancient Warrior's Chest,25,epic Crypt,90
2026-03-30,AkhmAn,Elven Citadel Chest,20,Citadel,12
2026-03-30,KaLisi,Turtle Chest,25,epic Crypt,90
2026-03-30,KaLisi,Turtle Chest,25,epic Crypt,90
2026-03-30,WaDa,Barbarian Chest,20,Common Crypt,16
2026-03-30,KaLisi,Trillium Chest,25,epic Crypt,90
2026-03-30,KaLisi,Harpy Chest,25,epic Crypt,90
2026-03-30,KaLisi,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,WaDa,Fire Chest,20,Common Crypt,16
2026-03-30,KaLisi,Trillium Chest,25,epic Crypt,90
2026-03-30,Maffy,Cursed Citadel Chest,20,Citadel,12
2026-03-30,KaLisi,Ancient Warrior's Chest,25,epic Crypt,90
2026-03-30,Coris,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,WadA,Stone Chest,20,Common Crypt,16
2026-03-30,Coris,Ancient Warrior's Chest,20,epic Crypt,45
2026-03-30,Coris,House of Horrors Chest,20,epic Crypt,45
2026-03-30,Rainterror,Forgotten Chest,25,Common Crypt,55
2026-03-30,KaLisi,Titansteel Chest,25,epic Crypt,90
2026-03-30,wodessen,Elegant Chest,25,Common Crypt,55
2026-03-30,AkhmAn,Sand Chest,20,Common Crypt,16
2026-03-30,AkhmAn,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Sharpstone,Ancient Bastion Chest,20,epic Crypt,45
2026-03-30,Deli,Cobalt Chest,15,epic Crypt,12
2026-03-30,Deli,Titansteel Chest,20,epic Crypt,45
2026-03-30,Deli,Braided Chest,20,epic Crypt,45
2026-03-30,WaDa,Fire Chest,20,Common Crypt,16
2026-03-30,WadA,Forgotten Chest,20,Common Crypt,16
2026-03-30,wodessen,Ancient Warrior's Chest,20,epic Crypt,45
2026-03-30,WaDa,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Frostworker,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Bebur,Orc Chest,15,Common Crypt,0
2026-03-30,Rainterror,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Frostworker,Ancient Bastion Chest,20,epic Crypt,45
2026-03-30,Rainterror,Barbarian Chest,25,Common Crypt,55
2026-03-30,Frostworker,Elegant Chest,20,Common Crypt,16
2026-03-30,Mikashura,Elegant Chest,25,Common Crypt,55
2026-03-30,Bebur,Orc Chest,15,Common Crypt,0
2026-03-30,Frostworker,Bone Chest,20,Common Crypt,16
2026-03-30,Graveleye,Barbarian Chest,15,Common Crypt,0
2026-03-30,Graveleye,Infernal Chest,15,Common Crypt,0
2026-03-30,wodessen,Harpy Chest,20,epic Crypt,45
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,wodessen,Infernal Chest,20,Common Crypt,16
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,Bebur,Orc Chest,20,Common Crypt,16
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,WADA,Elegant Chest,20,Common Crypt,16
2026-03-30,Arch,Orc Chest,25,Common Crypt,55
2026-03-30,WADA,Barbarian Chest,20,Common Crypt,16
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,WADA,Forgotten Chest,20,Common Crypt,16
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,WADA,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,WADA,Barbarian Chest,20,Common Crypt,16
2026-03-30,Arch,Orc Chest,25,Common Crypt,55
2026-03-30,Arch,Orc Chest,25,Common Crypt,55
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,WADA,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,Arch,Orc Chest,25,Common Crypt,55
2026-03-30,Arch,Orc Chest,25,Common Crypt,55
2026-03-30,Arch,Orc Chest,25,Common Crypt,55
2026-03-30,Arch,Fire Chest,25,Common Crypt,55
2026-03-30,Arch,Fire Chest,25,Common Crypt,55
2026-03-30,Arch,Orc Chest,25,Common Crypt,55
2026-03-30,Arch,Fire Chest,25,Common Crypt,55
2026-03-30,Arch,Forgotten Chest,25,Common Crypt,55
2026-03-30,Grikelv,Bone Chest,25,Common Crypt,55
2026-03-30,Grikelv,Gnome Workshop Chest,25,Common Crypt,55
2026-03-30,AkhmAn,Elven Citadel Chest,20,Citadel,12
2026-03-30,AkhmAn,Cursed Citadel Chest,20,Citadel,12
2026-03-30,Mikashura,Mayan Chest,20,Common Crypt,16
2026-03-30,Mikashura,Bone Chest,25,Common Crypt,55
2026-03-30,AkhmAn,Elegant Chest,20,Common Crypt,16
2026-03-30,Mel SK,Fire Chest,20,Common Crypt,16
2026-03-30,Mel SK,Gnome Workshop Chest,15,Common Crypt,0
2026-03-30,Rain Fire,Common Chest of Wealth,0,Clan wealth,0
2026-03-30,Rain Fire,Uncommon Chest of Wealth,0,Clan wealth,0
2026-03-30,Rain Fire,Rare Chest of Wealth,0,Clan wealth,0
2026-03-30,Rain Fire,Epic Chest of Wealth,0,Clan wealth,0
2026-03-30,AkhmAn,Barbarian Chest,20,Common Crypt,16
2026-03-30,AkhmAn,Infernal Chest,20,Common Crypt,16
2026-03-30,Eydaen,Braided Chest,20,epic Crypt,45
2026-03-30,Eydaen,Gnome Workshop Chest,15,Common Crypt,0
2026-03-30,MarkoBRFla,Gnome Workshop Chest,25,Common Crypt,55
2026-03-30,Eydaen,Gnome Workshop Chest,10,Common Crypt,0
2026-03-30,Eydaen,Fire Chest,10,Common Crypt,0
2026-03-30,MarkoBRFla,Fire Chest,20,Common Crypt,16
2026-03-30,Mel,Gladiator's Chest,0,Arena,0
2026-03-30,Eydaen,Scorpion Chest,25,epic Crypt,90
2026-03-30,Goku,Sand Chest,15,Common Crypt,0
2026-03-30,Goku,Fire Chest,15,Common Crypt,0
2026-03-30,Gleladod,Elven Citadel Chest,20,Citadel,12
2026-03-30,Gleladod,Sand Chest,25,Common Crypt,55
2026-03-30,Mel,Infernal Chest,25,Common Crypt,55
2026-03-30,Deli,Turtle Chest,15,epic Crypt,12
2026-03-30,Earfiren,Orc Chest,15,Common Crypt,0
2026-03-30,Goku,Forgotten Chest,15,Common Crypt,0
2026-03-30,Deli,Scorpion Chest,20,epic Crypt,45
2026-03-30,Goku,Orc Chest,15,Common Crypt,0
2026-03-30,Deli,Chest of the Cursed,20,epic Crypt,45
2026-03-30,kremlin,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Goku,Barbarian Chest,15,Common Crypt,0
2026-03-30,Goku,Mayan Chest,15,Common Crypt,0
2026-03-30,kremlin,Infernal Chest,20,Common Crypt,16
2026-03-30,Rain Fire,Elven Citadel Chest,20,Citadel,12
2026-03-30,Goku,Orc Chest,15,Common Crypt,0
2026-03-30,Earfiren,Orc Chest,15,Common Crypt,0
2026-03-30,Rain Fire,Elven Citadel Chest,25,Citadel,28
2026-03-30,Rain Fire,Elven Citadel Chest,25,Citadel,28
2026-03-30,Goku,Elegant Chest,15,Common Crypt,0
2026-03-30,Goku,Barbarian Chest,15,Common Crypt,0
2026-03-30,Rain Fire,Elven Citadel Chest,25,Citadel,28
2026-03-30,Goku,Forgotten Chest,15,Common Crypt,0
2026-03-30,Goku,Mayan Chest,15,Common Crypt,0
2026-03-30,Earfiren,Gladiator's Chest,0,Arena,0
2026-03-30,Earfiren,Forgotten Chest,15,Common Crypt,0
2026-03-30,Earfiren,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Rain Fire,Orc Chest,25,Common Crypt,55
2026-03-30,Rain Fire,Infernal Chest,25,Common Crypt,55
2026-03-30,Earfiren,Gnome Workshop Chest,15,Common Crypt,0
2026-03-30,Rain Fire,Sand Chest,25,Common Crypt,55
2026-03-30,Rain Fire,Infernal Chest,25,Common Crypt,55
2026-03-30,Rain Fire,Stone Chest,25,Common Crypt,55
2026-03-30,Rain Fire,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,Rain Fire,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,Rain Fire,Rare Dragon Chest,25,rare Crypt,72
2026-03-30,Rain Fire,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Graveleye,Bone Chest,15,Common Crypt,0
2026-03-30,Graveleye,Orc Chest,15,Common Crypt,0
2026-03-30,Earfiren,Mayan Chest,15,Common Crypt,0
2026-03-30,Max Mayhem,Titansteel Chest,25,epic Crypt,90
2026-03-30,Earfiren,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Max Mayhem,Elegant Chest,20,Common Crypt,16
2026-03-30,Max Mayhem,Elegant Chest,15,Common Crypt,0
2026-03-30,Earfiren,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Graveleye,Bone Chest,15,Common Crypt,0
2026-03-30,Andromeda,Barbarian Chest,20,Common Crypt,16
2026-03-30,Earfiren,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Earfiren,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Andromeda,Forgotten Chest,15,Common Crypt,0
2026-03-30,Earfiren,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Max Mayhem,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,Max Mayhem,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Max Mayhem,Rare Dragon Chest,15,rare Crypt,8
2026-03-30,ozin blesin,Cobra Chest,20,Common Crypt,16
2026-03-30,Sharpstone,Gnome Workshop Chest,25,Common Crypt,55
2026-03-30,Finiminil,Forgotten Chest,20,Common Crypt,16
2026-03-30,Finiminil,Sand Chest,20,Common Crypt,16
2026-03-30,Finiminil,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Finiminil,Forgotten Chest,20,Common Crypt,16
2026-03-30,Finiminil,Sand Chest,20,Common Crypt,16
2026-03-30,Finiminil,Stone Chest,20,Common Crypt,16
2026-03-30,Finiminil,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Finiminil,Priest's Chest,20,epic Crypt,45
2026-03-30,Finiminil,Scorpion Chest,20,epic Crypt,45
2026-03-30,Finiminil,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Finiminil,Bone Chest,20,Common Crypt,16
2026-03-30,Finiminil,Orc Chest,20,Common Crypt,16
2026-03-30,Finiminil,Bone Chest,20,Common Crypt,16
2026-03-30,silver bank haha,Barbarian Chest,25,Common Crypt,55
2026-03-30,silver bank haha,Forgotten Chest,25,Common Crypt,55
2026-03-30,silver bank haha,Elegant Chest,25,Common Crypt,55
2026-03-30,Meninad,Stone Chest,20,Common Crypt,16
2026-03-30,Meninad,Elegant Chest,25,Common Crypt,55
2026-03-30,Cordanaya,Mayan Chest,20,Common Crypt,16
2026-03-30,Harald Bluetooth,Fire Chest,20,Common Crypt,16
2026-03-30,Cordanaya,Gnome Workshop Chest,20,Common Crypt,16
2026-03-30,Harald Bluetooth,Stone Chest,25,Common Crypt,55
2026-03-30,Harald Bluetooth,Orc Chest,5,Common Crypt,0
2026-03-30,Rainterror,Orc Chest,25,Common Crypt,55
2026-03-30,Rainterror,Rare Dragon Chest,20,rare Crypt,28
2026-03-30,Veverka,Mayan Chest,10,Common Crypt,0
2026-03-30,Safa2017,Mayan Chest,25,Common Crypt,55
2026-03-30,Bebur,Orc Chest,20,Common Crypt,16
2026-03-30,Safa2017,Mayan Chest,25,Common Crypt,55
2026-03-30,Rza,White Wood Chest,25,epic Crypt,90
2026-03-30,Bebur,Orc Chest,20,Common Crypt,16
